#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
oxidoreductase family, NAD-binding Rossmann fold protein	univ	cs	10	Aldehyde oxidoreductase FAD-binding subunit PaoB	836935bde9c3f53b10d4b2085f93bae5mlt_after	2	SDR family oxidoreductase	62139e161d87679d1c74dfe564718492mlt_after	6	YggW family oxidoreductase	8b3f2fb9d3a74620af0a9d06e3e34199mlt_after	6	YciK family oxidoreductase	836059ae34d9bdc8660785f300b4e45amlt_after	6	iron-sulfur-binding oxidoreductase FadF	9f642b359a6e5d4eb31b3e8fc93aa571mlt_after	6	Oxidoreductase NAD-binding domain-containing protein 1	5bd9269f2e8461331e0f88bebb6ea68emlt_after	1	oxidoreductase FeS-binding subunit	f43b488c484c83dc3a2de32094946f87mlt_after	3	oxidoreductase (Fe-S)-binding subunit	85d16192d0b278db50db2641c4fc414fmlt_after	3	molybdopterin-dependent oxidoreductase FAD-binding subunit	fd39d7d0618a0500671c5cce9c4beed1mlt_after	5	D-mannonate oxidoreductase	38b4c9e9d78558fa2e3bddcd67a92d7bmlt_after	10
oxidoreductase, 2-nitropropane dioxygenase family	univ	cs	10	Acireductone dioxygenase 2	fd8c2c3d9f3f74d5677b2c8739a1ab0bmlt_after	0	Acireductone dioxygenase	f492054d1630f1d3254ec51724725fbcmlt_after	0	SDR family oxidoreductase	62139e161d87679d1c74dfe564718492mlt_after	0	Acireductone dioxygenase 1	9a490632ea8cc7585c6dfa2ef4982f74mlt_after	0	YggW family oxidoreductase	8b3f2fb9d3a74620af0a9d06e3e34199mlt_after	0	YciK family oxidoreductase	836059ae34d9bdc8660785f300b4e45amlt_after	0	Phthalate dioxygenase reductase	2c0cea6e519bd0ae718e2a8dbedb9846mlt_after	0	Rubredoxin-oxygen oxidoreductase	472fe4801a2c41e14317c48e15dbca62mlt_after	0	anthranilate dioxygenase reductase	ec80576a85d3830d64d32db59e452f8emlt_after	0	oxidoreductase FixC	6e1282a7365ea5b909b8e2f44688cc3amlt_after	0
oxidoreductase, FAD-dependent	univ	cs	10	FAD-dependent oxidoreductase	22c56dc9faae10fae6ce9741973f1288mlt_after	1	FAD-dependent oxidoreductase dbaF	3376faf4b368cc09e032b210059e4467mlt_after	2	FAD-dependent oxidoreductase LodB	bb39a47bf45a9a382583196cfcc324eamlt_after	2	FAD-dependent oxidoreductase PA4991	56c304f24677ca2030c987169fe3f541mlt_after	2	FAD-dependent cmnm(5)s(2)U34 oxidoreductase	242ac69929d796ab2ada23062ad1aef3mlt_after	5	Zn-dependent oxidoreductase	3ad084152a29f8fd1b0061d3a8332418mlt_after	0	NAD(P)-dependent oxidoreductase	33ac49d39b51cc01bde5abfaa4cf73c3mlt_after	0	NADPH-dependent oxidoreductase	90c4426d515a73d239f725519c6a6ab5mlt_after	0	Uncharacterized FAD-dependent oxidoreductase MJ0033	71da90b3bcf05ac4ad87728a8c98bb22mlt_after	0	NAD(P)H-dependent oxidoreductase 1	2bd3bd9d9123e1564db54c3fd9923674mlt_after	0
penicillin-binding protein 1A (PBP-1a) (PBP1a)	univ	cs	10	Penicillin-binding protein 1A	5db40b648872ae75045430baba451864mlt_after	1	Penicillin-binding protein 1A/1B	ffdac4c2f356a01ef145ae4239bb0a27mlt_after	2	Penicillin-binding protein PbpB	f1827576bc17d3d202e42ce98de2ec4emlt_after	4	penicillin-binding protein PbpX	3eb9f27da69eba41f85f90c30a9423a5mlt_after	4	penicillin binding protein PBP4B	986e4150ebbb62a48a37113e279c2e9cmlt_after	4	penicillin-binding protein 1C	cb168d1f7507080fcd49576cf69565b0mlt_after	4	penicillin-binding protein 1b	de94a7e28484f64668d0469d9fed0176mlt_after	4	Penicillin-binding protein 1F	0c54db5d2c755891e2b0aef0b99fd27fmlt_after	4	penicillin-binding protein	de55ae6ce2831d6caeb0012e415f444fmlt_after	3	penicillin-binding protein 2	0a43a4bed0f81a0294e5d58b853fee12mlt_after	4
penicillin-binding protein 1A (PBP-1a) (PBP1a) (Penicillin-bindingprotein A)	univ	cs	10	Penicillin-binding protein 1A	5db40b648872ae75045430baba451864mlt_after	1	Penicillin-binding protein 1A/1B	ffdac4c2f356a01ef145ae4239bb0a27mlt_after	2	Penicillin-binding protein PbpB	f1827576bc17d3d202e42ce98de2ec4emlt_after	5	penicillin-binding protein PbpX	3eb9f27da69eba41f85f90c30a9423a5mlt_after	5	penicillin binding protein PBP4B	986e4150ebbb62a48a37113e279c2e9cmlt_after	5	Penicillin-binding protein A	2bca62e9ea591f94c59b902d7b0f79a6mlt_after	2	penicillin-binding protein 1C	cb168d1f7507080fcd49576cf69565b0mlt_after	5	penicillin-binding protein 1b	de94a7e28484f64668d0469d9fed0176mlt_after	5	Penicillin-binding protein 1F	0c54db5d2c755891e2b0aef0b99fd27fmlt_after	5	penicillin-binding protein	de55ae6ce2831d6caeb0012e415f444fmlt_after	4
peptidase M10A and M12B, matrixin and adamalysin	univ	cs	3	Matrix metallopeptidase-21	fd5f1d869664511da82f5a3cfbc27363mlt_after	0	Matrix non-peptidase homolog 1	94664d08fa11fae323cfbab3bc436bdbmlt_after	0	A disintegrin and metallopeptidase domain 3	59cbde487c7b8de58f04b2aacc521cf5mlt_after	0
peptidase M23B	univ	cs	10	Aminopeptidase M1	148507689bfad52f49bdf67789fc3ef8mlt_after	0	Peptidase M20 domain-containing protein 2	369073f42524a579808cc26d53671e20mlt_after	0	Aminopeptidase M1-A	251feb1a6d973e8a2babf07260221c51mlt_after	0	Aminopeptidase M1-B	299d176565918b5fb8066b5e42d9b155mlt_after	0	Aminopeptidase M1-C	8ba1b3843a90f57220a6609fef34cfd1mlt_after	0	Aminopeptidase M1-D	079b3bfbac994564f834361c2ae2e980mlt_after	0	Carboxypeptidase M	43d5740852d769ba9eaca4c1b07f4e3cmlt_after	0	dipeptidase MW1694	222921bc6df2379071951340c3e0bf5cmlt_after	0	peptidase	3bad64b5b2e6fc7f47f1560ce1576b9bmlt_after	1	endopeptidase MT2245	d514f44b47ce56082b363b86370a043emlt_after	0
peptidase M48, Ste24p	univ	cs	10	Aminopeptidase M1	148507689bfad52f49bdf67789fc3ef8mlt_after	0	Serine carboxypeptidase 24	65f061fbee00efb684575b0ebbfaeb0bmlt_after	0	Aminopeptidase M1-A	251feb1a6d973e8a2babf07260221c51mlt_after	0	Aminopeptidase M1-B	299d176565918b5fb8066b5e42d9b155mlt_after	0	Aminopeptidase M1-C	8ba1b3843a90f57220a6609fef34cfd1mlt_after	0	Aminopeptidase M1-D	079b3bfbac994564f834361c2ae2e980mlt_after	0	Carboxypeptidase M	43d5740852d769ba9eaca4c1b07f4e3cmlt_after	0	dipeptidase MW1694	222921bc6df2379071951340c3e0bf5cmlt_after	0	peptidase	3bad64b5b2e6fc7f47f1560ce1576b9bmlt_after	0	endopeptidase MT2245	d514f44b47ce56082b363b86370a043emlt_after	0
peptidase U32	univ	cs	10	U32 family peptidase	c724d86857b3133dce7c50c2283082e2mlt_after	1	dipeptidase UREG_03382	3cece611f733ef7c704b74d6c491bf13mlt_after	7	peptidase	3bad64b5b2e6fc7f47f1560ce1576b9bmlt_after	2	peptidase T	4015cfd8b5486546c981a68daae214bemlt_after	3	Peptidase 1	83b0f932904650f221d68d430568a776mlt_after	3	Peptidase B	fcb188eaeda014cfeb8336fbf62b2885mlt_after	3	Peptidase E	fa9f4c1b63c732518b0097da0da8756amlt_after	3	dipeptidase	06b12c7ea5a88487ca6ead2030290b5cmlt_after	7	Dipeptidyl peptidase 1	8d518de1b16afd465fa2945a3b71a887mlt_after	9	Dipeptidyl peptidase 2	cd72cd96682be3f12b084de62872b48emlt_after	9
peptidase, M16 family	univ	cs	10	Aminopeptidase M1	148507689bfad52f49bdf67789fc3ef8mlt_after	0	Aminopeptidase M1-A	251feb1a6d973e8a2babf07260221c51mlt_after	0	Aminopeptidase M1-B	299d176565918b5fb8066b5e42d9b155mlt_after	0	Aminopeptidase M1-C	8ba1b3843a90f57220a6609fef34cfd1mlt_after	0	Aminopeptidase M1-D	079b3bfbac994564f834361c2ae2e980mlt_after	0	M48 family peptidase	f16e278d41be385289fef1eec63444aemlt_after	0	U32 family peptidase	c724d86857b3133dce7c50c2283082e2mlt_after	0	M1 family aminopeptidase	a8167f1c0ee441b989ecbb5630713264mlt_after	0	M18 family aminopeptidase	fc0471770e2d3c9b1140d75e401cac59mlt_after	0	M1 family aminopeptidase 1	fc3ab5615a8e7e25b0b907bd017b596emlt_after	0
peptidase, M23/M37 family	univ	cs	10	M48 family peptidase	f16e278d41be385289fef1eec63444aemlt_after	0	U32 family peptidase	c724d86857b3133dce7c50c2283082e2mlt_after	0	M1 family aminopeptidase	a8167f1c0ee441b989ecbb5630713264mlt_after	0	M18 family aminopeptidase	fc0471770e2d3c9b1140d75e401cac59mlt_after	0	M1 family aminopeptidase 1	fc3ab5615a8e7e25b0b907bd017b596emlt_after	0	M1 family aminopeptidase 2	970b409041ceb934d06f07682683ada8mlt_after	0	M18 family aminopeptidase 1	182f96c98691b4b33dd9cd0992d787c7mlt_after	0	M18 family aminopeptidase 2	a76ac138f2d7b877b813321be0792e92mlt_after	0	Dipeptidyl peptidase family member 1	bc0dfdfd51575095a7299a4fb787127amlt_after	0	Dipeptidyl peptidase family member 2	c83eda08f0a4024687fb5ccfce8c4848mlt_after	0
peptidase, M48 family	univ	cs	10	M48 family peptidase	f16e278d41be385289fef1eec63444aemlt_after	1	M18 family aminopeptidase	fc0471770e2d3c9b1140d75e401cac59mlt_after	0	M18 family aminopeptidase 1	182f96c98691b4b33dd9cd0992d787c7mlt_after	0	M18 family aminopeptidase 2	a76ac138f2d7b877b813321be0792e92mlt_after	0	U32 family peptidase	c724d86857b3133dce7c50c2283082e2mlt_after	0	M1 family aminopeptidase	a8167f1c0ee441b989ecbb5630713264mlt_after	0	M1 family aminopeptidase 1	fc3ab5615a8e7e25b0b907bd017b596emlt_after	0	M1 family aminopeptidase 2	970b409041ceb934d06f07682683ada8mlt_after	0	Dipeptidyl peptidase family member 1	bc0dfdfd51575095a7299a4fb787127amlt_after	0	Dipeptidyl peptidase family member 2	c83eda08f0a4024687fb5ccfce8c4848mlt_after	0
peptidyl-arginine deiminase family protein	univ	cs	10	Peptidylarginine deiminase	5a5df6e9c32f704080bdac17a5ac34f1mlt_after	1	arginine deiminase	8b58e52d8fd385d8ee33011f05334322mlt_after	2	Arginine deiminase 1	d0385228190e0d640f419083002fd6c9mlt_after	3	Arginine deiminase 2	6335bce871a4f4e0b3f1c012b9a1e827mlt_after	3	Arginine deiminase-like protein	d557498bfc162351884899eb1bbe67admlt_after	5	Protein-arginine deiminase type-1	d5d92e15e2fb51cac1c1b0227acefa8amlt_after	6	Protein-arginine deiminase type-2	9a473ea70693dae54b7824461479b2f0mlt_after	6	Protein-arginine deiminase type-3	097579603d5e05e611835f6aa78b920bmlt_after	6	Protein-arginine deiminase type-4	6e533610569edcc42242914c3bf94e75mlt_after	6	Protein-arginine deiminase type-6	1af90535951dd3b6cb54cc1d88d10820mlt_after	6
peptidyl-prolyl cis-trans isomerase B (PPIase B)(Rotamase B)	univ	cs	10	peptidyl-prolyl cis-trans isomerase B (rotamase B)	5ecacc884734446bf3558864c4822ad1mlt_after	4	Peptidyl-prolyl cis-trans isomerase B	35ccdad8726b5d5001b6d22f48fab98fmlt_after	1	Peptidyl-prolyl cis-trans isomerase B1	d893f2b1fbfec60282d2cdafc8600ef8mlt_after	2	Peptidyl-prolyl cis-trans isomerase B2	3f4e2e4af6e121d0a5918935c20bb487mlt_after	2	Peptidyl-prolyl cis-trans isomerase ppi1	b9b010040cf5303ebeb27370bc85089fmlt_after	6	peptidyl-prolyl cis-trans isomerase	41f98d01b91d37cb575f280ac1197dd2mlt_after	5	peptidyl-prolyl cis-trans isomerase C	9fcd7bac4c33cbd3c69003cf5c9cd981mlt_after	7	Peptidyl-prolyl cis-trans isomerase 1	acd2ccd9d355f40800fac93950c9f390mlt_after	8	Peptidyl-prolyl cis-trans isomerase 2	1b1986c1433b25eb0ef7350fa1c378d2mlt_after	9	Peptidyl-prolyl cis-trans isomerase 3	42699d2ec00e0b52de89e5d8fcb2fa8dmlt_after	10
periplasmiC nitrate reductase, diheme cytochrome c subunit	univ	cs	10	Periplasmic nitrate reductase	79cef33e537252c1aa953c2cd80d1ecbmlt_after	1	Periplasmic nitrate reductase 1	966d751f2ccb4bcc7316651714afcb46mlt_after	2	Periplasmic nitrate reductase 2	8cd72d197f39865b4cfa96cc2571ec33mlt_after	2	Menaquinone reductase, multiheme cytochrome c subunit	1f238d98f64f0e605c7cb170e0b53cddmlt_after	7	nitrate reductase cytochrome C550 subunit	05df3759be22b8c9c18a0ece9bbd2708mlt_after	4	cytochrome c nitrite reductase pentaheme subunit	438aafc0fe06ef4d4e5234736e5e38e5mlt_after	8	Periplasmic nitrate reductase, electron transfer subunit	000519bea4c3edc8b523f6a8b9274285mlt_after	9	Cytochrome c nitrite reductase subunit NrfA	a9b084913497bcdf7ba4e64679f017eemlt_after	5	Cytochrome c nitrite reductase subunit NrfH	d4128858e5fd8851e44a6de6ec87267bmlt_after	5	assembly protein for periplasmic nitrate reductase	317141270f8e509f3dd8c4e8274a1e08mlt_after	10
periplasmic nitrate reductase, large subunit	univ	cs	10	Periplasmic nitrate reductase	79cef33e537252c1aa953c2cd80d1ecbmlt_after	1	Periplasmic nitrate reductase 1	966d751f2ccb4bcc7316651714afcb46mlt_after	2	Periplasmic nitrate reductase 2	8cd72d197f39865b4cfa96cc2571ec33mlt_after	3	Periplasmic nitrate reductase, electron transfer subunit	000519bea4c3edc8b523f6a8b9274285mlt_after	5	nitrite reductase large subunit	cc45538aa9dc695e9755701db08ce7f4mlt_after	4	assembly protein for periplasmic nitrate reductase	317141270f8e509f3dd8c4e8274a1e08mlt_after	6	Periplasmic [Fe] hydrogenase large subunit	cca9729f7c32f96e8c0453bb6422f5a7mlt_after	7	Periplasmic [NiFe] hydrogenase large subunit	9c873ce317a98483eaa239964a31ce0dmlt_after	8	Periplasmic [NiFeSe] hydrogenase large subunit	38aa192fa9e257e9814a87b3647a284dmlt_after	9	L-2-aminoadipate reductase large subunit	1abd09815758c2307f5e6f78a329e7e9mlt_after	10
periplasmic protein	univ	cs	10	Periplasmic protein CpxP	bd70c42e1bba80095a481eb2e65bd6f5mlt_after	1	Periplasmic protein TorT	0c886e6fff546f1c4e14e81886db6c36mlt_after	1	Periplasmic protein TrbC	7aa291d3edcdfeb8fd24cbc16ddb51b5mlt_after	1	Fe(3+)-binding periplasmic protein	bad7eaa720dac816277cf0e5182f432fmlt_after	0	Maltose operon periplasmic protein	a4a680dfe0d44725d359297017e35a08mlt_after	0	sugar-binding periplasmic protein	f0e33f9718850e44e6a55f639a23ac04mlt_after	0	Nickel-binding periplasmic protein	3a0908cc66d962ff93f9b9f45fbee403mlt_after	0	D-allose-binding periplasmic protein	3a448b0f4ba184db24f12a84cf8fdcf4mlt_after	0	D-xylose-binding periplasmic protein	ea9e155c6475feed255fc20d05f99b64mlt_after	0	Maltose-binding periplasmic protein	7e7a460c730783c9550aae5562f47201mlt_after	0
periplasmic protein-probably involved in high-affinity fe2  transport	univ	cs	10	Low-affinity Fe(2+) transport protein	4f21d3c3451308dbab18394ee3c368bcmlt_after	0	High-affinity fructose transporter ght6	dd220ca317891bc821d07d227a306636mlt_after	0	High affinity cysteine transporter	a9eb189ed07c1a7558d154f1d2a501a9mlt_after	0	High-affinity glucose transporter	ce899ac918a70f16c8b1b7e37ab4aea7mlt_after	0	High affinity transport system protein p37	c64b7570236287376d707a2ce39b7e29mlt_after	0	High affinity choline transporter 1	b0b1c5ddcbd153549057486b13c7b4a6mlt_after	0	High affinity sulfate transporter 1	cf03380c6eb556405b4a8cb55e5a1927mlt_after	0	High affinity sulfate transporter 2	48f08a78011ff3028254f6c5392f0bf7mlt_after	0	High-affinity glucose transporter 1	14fb0ab981eba6e479aa3521c758398amlt_after	0	High-affinity nickel transport protein	5f2aafb2ad18ab6ce47b2b0999a7d1b5mlt_after	0
periplasmic solute binding protein family	univ	cs	10	Glutamine-binding periplasmic protein	c7e63aff5edeb60e6dff2927700acf98mlt_after	0	Thiamine-binding periplasmic protein	3acfeb0ee43ea8d8918842cc93318cfemlt_after	0	Fe(3+) dicitrate-binding periplasmic protein	df4b43f7c166d07bc5def275fa86ca04mlt_after	0	periplasmic copper-binding protein	8eb5c5a951845eab34b3b60934ba0d2emlt_after	0	D-allose-binding periplasmic protein	3a448b0f4ba184db24f12a84cf8fdcf4mlt_after	0	D-xylose-binding periplasmic protein	ea9e155c6475feed255fc20d05f99b64mlt_after	0	Maltose-binding periplasmic protein	7e7a460c730783c9550aae5562f47201mlt_after	0	Taurine-binding periplasmic protein	6db1a4110d87acc886ba171169149dc9mlt_after	0	Histidine-binding periplasmic protein	45005823c073acd0136b5945040757ecmlt_after	0	Fe(3+)-binding periplasmic protein	bad7eaa720dac816277cf0e5182f432fmlt_after	0
permease	univ	cs	10	permease PerM	ffaa2a577d682abaf5e0599c6ca8f2ffmlt_after	0	GABA permease	4c7ea49d942bcc27cef65cf2183f58f0mlt_after	0	permease PerM homolog	db7228160d0ab97cce93636c8fe900f3mlt_after	0	uracil permease	94f2d94024d52a2acceeee60a73d5589mlt_after	0	Purine permease	acb7a9948e15d1d562d08a125669c560mlt_after	0	permease MJ0326	08e38cfc74a8d5cb493e0589741ff8f0mlt_after	0	permease Rv2963	c14fad71290ec9605dcbf35cf98937e4mlt_after	0	L-fucose permease	13409e35d7e137639ace6ea313b96fe9mlt_after	0	Lactose permease	9e8fa195cd74fd436f39090727144183mlt_after	0	Maltose permease	47cb83f9b155146300826180e2db1aabmlt_after	0
permease YjgP/YjgQ	univ	cs	10	Uncharacterized permease YjhF	c1ac07b2db84f53547d28fb91f690ddbmlt_after	0	sugar ABC transporter permease YjfF	742b49e8237b30c0fa1ad5915d03ce92mlt_after	0	purine permease YbbY	c46ae8ebc91855f096496cb0c0e1c96bmlt_after	0	purine permease YwdJ	09268731c60a58474d1ac25e6da8fff1mlt_after	0	permease PerM	ffaa2a577d682abaf5e0599c6ca8f2ffmlt_after	0	Inner membrane permease YgbN	7cf285a72bbb095f86a7dec6e4d58616mlt_after	0	transport permease YvfS	734cb74efe7977e060fd0930579f9f42mlt_after	0	transport permease ycf38	b01ee35db2a2b6dc15a34acfa1975a33mlt_after	0	GABA permease	4c7ea49d942bcc27cef65cf2183f58f0mlt_after	0	oxidoreductase YjgC	98c56598ff61be8a32358f97b15c7af4mlt_after	0
permeases of the drug/metabolite transporter	univ	cs	10	drug/metabolite transporter (DMT) superfamily permease	657ef62b7284ac2b94c01097a10a2449mlt_after	1	drug/metabolite exporter YedA	2f496f69b255caec8224ccb7f2b9dda3mlt_after	2	metabolite transporter C2H8.02	c5d00c014b4b0b88560ddc35773e9861mlt_after	3	metabolite transport protein CsbC	c42d95ff48b07393ff7179a81a525917mlt_after	4	metabolite transport protein NicT	d6e9740dd1a048832a44652667bb4e9amlt_after	4	metabolite transport protein YaaU	616291666ad9b0abeb3dc578bd7342a5mlt_after	4	metabolite transport protein YdjK	19803428a3e526e7bb6744261f46489cmlt_after	4	metabolite transport protein YfiG	dc7c2297a817fec7e51aaba305716eb1mlt_after	4	metabolite transport protein YjhB	1e49771eb57a4080c4b87cb169157838mlt_after	4	metabolite transport protein YncC	79469de02ae11ed1de8f98a25fa3480amlt_after	4
phage anti-repressor protein	univ	cs	10	Antirepressor protein 1	a5523db51871aa4d9671fd19d03f749fmlt_after	1	Antirepressor protein 2	dc5dac8481850a0b773d82dfa166b6ffmlt_after	1	Antirepressor protein ant	70d56418cd9e63da854eaff48deb2af9mlt_after	1	Antirepressor protein CarS	fae86ddc5acef86472b3ff9db2336ee4mlt_after	1	SPbeta prophage-derived putative antirepressor protein YoqD	31ba65e80fb1757a9cfb85746afbbeedmlt_after	9	DgsA anti-repressor MtfA	e294da6fc324b735c87429bc6dc63111mlt_after	10	Repressor protein C	f43e61bf413c4d7af66a553b892af281mlt_after	5	Repressor protein C1	5de00745680ba2074de52317c9bb1b66mlt_after	5	Repressor protein C2	48a5fe913efb6547a3b0eadfff4711f5mlt_after	5	Repressor protein C4	78fe1117095a40adba9bc84a5728a5a8mlt_after	5
phage protein Gp37/Gp68	univ	cs	10	Mu-like prophage FluMu protein gp37	5b222dc185fbe1d3962f0edda197d328mlt_after	1	Protein gp68*	951f5e495f0019231738e87977da3b3bmlt_after	10	Phage protein nrdI	d0c3c91c487a4ba901573fedec138322mlt_after	5	Mu-like prophage FluMu protein gp35	bb21b925414367404afc1ac2267a4c54mlt_after	2	Mu-like prophage FluMu protein gp36	24fedebb0d8e6afe3a2034894827cfe2mlt_after	2	Mu-like prophage FluMu protein gp38	6db20d46db68df1473744ba462ce76d2mlt_after	2	prophage protein NinE	c2e4ed10b5dd8a150189a91fc8cc8b76mlt_after	6	phage protein (ACLAME 210)	c28e3923d1ce4bcdb0b0850f8e7d3ca6mlt_after	7	Baseplate wedge protein gp6	8412dfc62a2c1403bc73abd061d45a0amlt_after	8	Prohead assembly protein gp68	c743a77f397fb2a5ac77c25167c3a680mlt_after	9
phage tape measure protein	univ	cs	10	tape measure protein	30741f108bb64e24c3adb0b294e51b9emlt_after	1	Tail tape measure protein gp18	a0d41eb08167770d4b8b114d83b779a3mlt_after	2	Phage tubulin-like protein	a21353065c01f6bf8390afb86380f0eamlt_after	0	Phage T7 exclusion protein	06be32e0e3608701595a225a22124a26mlt_after	0	SPbeta prophage-derived protein BhlA	658117cd516c95375f930fc7c291c7cemlt_after	0	SPbeta prophage-derived protein BhlB	429d2c04efe0d931ddc26a5e3bf58dd7mlt_after	0	SPbeta prophage-derived protein NrdI	251f2d8c6af5856b5482a19e1d3efb28mlt_after	0	SPbeta prophage-derived membrane protein YosA	4d0267c2984e4d6862c6c0bf51ec0544mlt_after	0	SPbeta prophage-derived putative antirepressor protein YoqD	31ba65e80fb1757a9cfb85746afbbeedmlt_after	0	SPbeta prophage-derived endonuclease YokF	c889692f2aef9c336626be09322e3ff0mlt_after	0
phenylacrylic acid decarboxylase (PAD)	univ	cs	10	Phenolic acid decarboxylase PadC	588da142bc6d0fe68959b8f5ae388814mlt_after	2	Phenolic acid decarboxylase	db5c8fb39303db489ba2461739905539mlt_after	1	Ferulic acid decarboxylase 1	f43dd1cf9ec325763eafa34993eaaf41mlt_after	0	6-methylsalicylic acid decarboxylase	07f70c187b6f4652fb012a7cc704a4a9mlt_after	0	6-methylsalicylic acid decarboxylase atA	9ab7906e5487db7f792acdc11d3ec2fdmlt_after	0	UDP-glucuronic acid decarboxylase 1	490168962f11c1bbe336f619e40265c4mlt_after	0	UDP-glucuronic acid decarboxylase 2	6a26c0db33eaace14ad6936d759c7388mlt_after	0	UDP-glucuronic acid decarboxylase 3	ddebb24a6d1fa8afa67aa015f5315be4mlt_after	0	UDP-glucuronic acid decarboxylase 4	126ee4e63ef699149f4de5b32e9d62e6mlt_after	0	UDP-glucuronic acid decarboxylase 5	1f1a27d9c2e9b56b02b8a97f478a4512mlt_after	0
phenylalanyl-tRNA synthetase, alpha subunit	univ	cs	10	phenylalanyl-tRNA synthetase (beta subunit)	80a49fe712a9f8ba0eba32b2a7a9a95bmlt_after	5	phenylalanyl-tRNA synthetase (beta	61a0e26153d509078bc3d933fc0b5ac8mlt_after	8	Phenylalanine--tRNA ligase alpha subunit	3429f33a71e7c96b4cbc70cd25472affmlt_after	2	Phenylalanine--tRNA ligase alpha subunit A	0d675f08077f939a430496fc2f3b78cdmlt_after	1	Phenylalanine--tRNA ligase alpha subunit B	ac38d9cf79c0fab5ff1f8af69414136bmlt_after	5	phenylalanyl--tRNA ligase subunit alpha	0faafc1a84a47756b65e72e37b4d7133mlt_after	3	Phenylalanine 2-monooxygenase alpha subunit	e510171d5e274ec46914e867774245f5mlt_after	7	Phenylalanine--tRNA ligase alpha subunit, cytoplasmic	78a1c0d477badf0cd1734429475cf9famlt_after	4	Phenylalanine--tRNA ligase beta subunit	10f9a4119041845a521fd5b0717cc7e6mlt_after	9	D-alanyl-alanine synthetase A	b0dc07d5df6778b402da6e71372da4bdmlt_after	10
phosphatase, Ppx/GppA family	univ	cs	10	m7GpppX diphosphatase	38367582778d94c0bcff292aaa367763mlt_after	0	AppA family phytase/histidine-type acid phosphatase	bee6f7dd276c30d92b9367b4da1d652bmlt_after	0	pyrophosphatase PpaX	f6cbc88fa16f02f431500bd61a5c48b5mlt_after	0	Alkaline phosphatase PafA	77d405cb2022a3b8490edb8697f9297bmlt_after	0	PAP2 family lipid A phosphatase	d9b89fcc6ad2f62d7ead6399327cc1bemlt_after	0	PP2C-family Ser/Thr phosphatase	bfacd177d2287d212ef7931c2a111faamlt_after	0	phosphatase phospho1	b21c81915d3e4467ea31a0be50e7997dmlt_after	0	phosphatase phospho2	a7074797d096e0aabf31b07d80d97aadmlt_after	0	Protein phosphatase ppm-1.A	5416c6f7ce222cd8c5b77573327faeecmlt_after	0	phosphatase PhoE	95c0cd85f632d592386e16418fc0cee1mlt_after	0
phosphate ABC transporter, permease protein PstA	univ	cs	10	molybdate ABC transporter permease	b6e5c786ac1281f4fc9d9b28876135c4mlt_after	10	sn-glycerol-3-phosphate ABC transporter permease UgpA	5bddd102e601454e48f91a56ea128b3bmlt_after	8	sn-glycerol-3-phosphate ABC transporter permease UgpE	51329d5387ba145452df8dc0deccaae8mlt_after	8	ABC transporter permease	143a5571999329a1ac2575c2cfefc74amlt_after	2	ribose ABC transporter permease	eeb595a8b8b0aab815fe3774da23e35amlt_after	7	Phosphate transport system permease protein PstA	51c3463c0c06b524fc359c673c1946a4mlt_after	1	ABC transporter permease protein PH1036	a1a9f750f329416049d5b9af9571e847mlt_after	3	ABC transporter permease protein PH1038	0ddd78f021b596816d77bfbb4db5fbf3mlt_after	3	ABC transporter permease protein PH1215	7d3a28edcc1fecc28ddc53c1b9ace470mlt_after	3	ABC transporter permease protein PH1216	84031ad5a6d6e50f899b0b7b0c935375mlt_after	3
phosphate ABC transporter, permease protein PstC	univ	cs	10	molybdate ABC transporter permease	b6e5c786ac1281f4fc9d9b28876135c4mlt_after	10	sn-glycerol-3-phosphate ABC transporter permease UgpA	5bddd102e601454e48f91a56ea128b3bmlt_after	8	sn-glycerol-3-phosphate ABC transporter permease UgpE	51329d5387ba145452df8dc0deccaae8mlt_after	8	Phosphate transport system permease protein PstC	80a12b64ff84584d06ab00a8e57823admlt_after	1	ABC transporter permease	143a5571999329a1ac2575c2cfefc74amlt_after	6	phosphate transporter permease subunit PstC	a494c72367634126fe247b106763f8fcmlt_after	2	ribose ABC transporter permease	eeb595a8b8b0aab815fe3774da23e35amlt_after	7	Phosphate transport system permease protein PstC 1	32e64d8feaa9225765917d527e419c84mlt_after	3	Phosphate transport system permease protein PstC 2	21b2e62fbd73cb71b19e5baefdaeeadfmlt_after	4	ABC transporter permease protein PH1036	a1a9f750f329416049d5b9af9571e847mlt_after	5
